OTHER_CHARGES,Credits - Reversed account charge Move Correction (02 Oct 2025 - 03 Nov 2025) (incl GST of $128.13)
ENERGY_LINE_ITEMS,Usage and supply charges - First 683
ENERGY_LINE_ITEMS,Usage and supply charges - Next 1356 ??2983
ENERGY_LINE_ITEMS,Usage and supply charges - Next 2983 ??90592
ENERGY_LINE_ITEMS,Usage and supply charges - Next 683 ??1356
ENERGY_LINE_ITEMS,Usage and supply charges - Next 90592 ??452417
ENERGY_LINE_ITEMS,Usage and supply charges - Remaining
DEMANDS,Network Charges - Off-Peak Demand (kVA)
DEMANDS,Network Charges - Peak Demand (kVA)
NETWORK_LINE_ITEMS,Network Charges - Shoulder
DEMANDS,Network Charges - Shoulder Demand (kVA)
NETWORK_SERVICE,Network Charges - No Charge
NETWORK_SERVICE,Network Charges - Waived Excluded Service Charge - Transfer In
GREEN,Energy Charges - Green Power Charge
NETWORK_OTHER,Network Charges - Embedded Generation
NETWORK_SERVICE,Distribution Charges - Standing Charge
NETWORK_LINE_ITEMS,Distribution Charges - Volume Throughput - Balance
NETWORK_LINE_ITEMS,Distribution Charges - Volume Throughput - First
NETWORK_LINE_ITEMS,Distribution Charges - Volume Throughput - Next
CAPACITIES,DISTRIBUTION CHARGES - Capacity Distance
DEMANDS,DISTRIBUTION CHARGES - Pressure Reduction
NETWORK_LINE_ITEMS,DISTRIBUTION CHARGES - Balance
NETWORK_SERVICE,DISTRIBUTION CHARGES - Base Charge
NETWORK_LINE_ITEMS,DISTRIBUTION CHARGES - First
NETWORK_LINE_ITEMS,DISTRIBUTION CHARGES - Next
NETWORK_SERVICE,DISTRIBUTION CHARGES - Operation & Maintenance Charge
MARKET,REGULATED CHARGES - AEMO Commodity Charge
MARKET,REGULATED CHARGES - AEMO Meter Data Management Charge
NETWORK_LINE_ITEMS,TRANSMISSION CHARGES - Anytime Volume Charge
DEMANDS,TRANSMISSION CHARGES - Peak Injection Charge
NETWORK_LINE_ITEMS,Distribution Charges - First Block
CERTIFICATES,Environmental Charges - EREP Exemption
EXTRA_CHARGES,-- Lines charge discount from Marlborough Lines - ICP:0004420134MLBFE
ENERGY_LINE_ITEMS,Electricity charges - Commercial Flat Rate
OTHER_CHARGES,"Other fees, charges and adjustments - Transfer balance to - 103559712"
ENERGY_SERVICE,Supply charges - Fixed Daily Charge
EXTRA_CHARGES,Capacity Charge Adjustment - December 2024
EXTRA_CHARGES,Capacity Charge Adjustment - November 2024
EXTRA_CHARGES,Capacity Charge Adjustment - October 2024
EXTRA_CHARGES,Capacity Charge Adjustment
EXTRA_CHARGES,Adjustments - Capacity Charge Adjustment
EXTRA_CHARGES,Adjustments - Capacity Charge Adjustment - December 2024
EXTRA_CHARGES,Adjustments - Capacity Charge Adjustment - November 2024
EXTRA_CHARGES,Adjustments - Capacity Charge Adjustment - October 2024
ENERGY_LINE_ITEMS,Electricity Charges - All Consumption
EXTRA_CHARGES,Other Charges & Credits - Reversal of Previous Bill 14/02/22 to 14/03/22
ENERGY_SOLAR,Queensland Solar Scheme - Solar Credit
EXTRA_CHARGES,Other Credits - Batch transfer: Payment 22/09/25
EXTRA_CHARGES,Other Credits - Batch transfer: Payment 24/11/2025
EXTRA_CHARGES,Other Credits - Australian Government Energy Bill Relief
DEMANDS,Distribution Charges - Demand - First
DEMANDS,Distribution Charges - Demand - Next
METERING,Distribution Charges - Metering Charge
ENERGY_OTHER,Energy Charges - Overrun charge total (see Overrun Report) **GST not applicable
NETWORK_SERVICE,Transmission Charges - Supply Charge
OTHER_CHARGES,Credits - Reversed account charge Charges variation/correction (12 Nov 2025 - 17 Nov 2025) (incl GST of $14.45)
ENERGY_SOLAR,"Solar exports - Solar feed-in credit (incl GST, if any)"
ENERGY_SERVICE,Usage and supply charges - Daily Supply
METERING,Usage and supply charges - Direct Metering Agreement $391.60 per year
ENERGY_SOLAR,Sellback Time of Use - Off peak credit
ENERGY_SOLAR,Sellback Time of Use - Peak credit
MARKET,Business Flexi - NCESS Charge
SERVICE_OTHER,Business Flexi - RoCoF Control Service Charge
ENERGY_LINE_ITEMS,Business Plan (L1) tariff - Business Anytime consumption
OTHER_CHARGES,Business Plan (L1) tariff - Paper bill fee
ENERGY_SERVICE,Business Plan (L1) tariff - Supply charge
OTHER_CHARGES,Credits - Commonwealth Energy Bill Relief (2025 Offset)
ENERGY_LINE_ITEMS,Business Plan Fifty (L3) tariff - Business Anytime consumption
ENERGY_SERVICE,Business Plan Fifty (L3) tariff - Supply charge
ENERGY_LINE_ITEMS,This bill - Business Anytime consumption
OTHER_CHARGES,This bill - Paper bill fee
ENERGY_SERVICE,This bill - Supply charge
EXTRA_CHARGES,Business Flexi - Late payment interest charge
OTHER_CHARGES,Credits - *Commonwealth Energy Bill Relief (2025 Offset)
ENERGY_LINE_ITEMS,BUSINESS SMART VALUE PLAN - Reversal of 211296089:1 Anytime
ENERGY_SERVICE,BUSINESS SMART VALUE PLAN - Reversal of Daily charge
ENERGY_LINE_ITEMS,BUSINESS SMART VALUE FEP - Reversal of 211296089:1 Anytime
ENERGY_SERVICE,BUSINESS SMART VALUE FEP - Reversal of Daily charge
ENERGY_SERVICE,BUSINESS SMART VALUE PLAN - Reversal of Daily charge (225.73 c/day x 29 days)
ENERGY_SERVICE,BUSINESS SMART VALUE PLAN - Reversal of Daily charge (225.73 c/day x 31 days)
METERING,Metering and Services Charges - Supplementary Metering Charge
METERING,Metering and Services Charges - Value Added Service Charge
NETWORK_SERVICE,Network Charges - Access Charge
ENERGY_SERVICE,Retail Service Charges - Management Fee
ENERGY_SERVICE,Retail Service Charges - Surrender Fee
NETWORK_SERVICE,Network Charges - DUOS Fixed Charge
DEMANDS,Network Charges - DUOS Off Peak Demand Charge
NETWORK_LINE_ITEMS,Network Charges - DUOS Off Peak Energy
DEMANDS,Network Charges - DUOS Peak Demand Charge
NETWORK_LINE_ITEMS,Network Charges - DUOS Peak Energy
NETWORK_LINE_ITEMS,Network Charges - DUOS Shoulder Energy
NETWORK_SERVICE,Network Charges - Jurisdictional Scheme - Fixed
NETWORK_LINE_ITEMS,Network Charges - Jurisdictional Scheme - Volume
METERING,Network Charges - Network Metering Charge
NETWORK_SERVICE,Network Charges - TUOS Fixed Charge
NETWORK_LINE_ITEMS,Network Charges - TUOS Off Peak Energy
NETWORK_LINE_ITEMS,Network Charges - TUOS Peak Energy
NETWORK_LINE_ITEMS,Network Charges - TUOS Shoulder Energy
DISCOUNTS,Credits - GSL credit from DB TXU - CR*
ENERGY_SOLAR,Credits - Standard feed-in tariff
DEMANDS,Price change - 1 Aug 25 to 31 Aug 25 (31 days) - Aug Demand (normalised for 31 days)
ENERGY_LINE_ITEMS,Price change - 15 Sep 25 to 18 Oct 25 (34 days) - Off peak
ENERGY_LINE_ITEMS,Price change - 15 Sep 25 to 18 Oct 25 (34 days) - Peak
ENERGY_SERVICE,Price change - 15 Sep 25 to 18 Oct 25 (34 days) - Supply charge
DEMANDS,Price change - 15 Sep 25 to 30 Sep 25 (16 days) - Sep Demand (normalised for 30 days)
DEMANDS,Usage and supply charges - Jul Demand (normalised for 31 days)
OTHER_CHARGES,Other charges - Re-energisation (Recipient Discretion)
ENERGY_LINE_ITEMS,Usage and supply charges - General usage next
DISCOUNTS,Credits - AUS SA Gov Energy Relief*
ENERGY_LINE_ITEMS,Energy Charges - Energy Charge
ENERGY_LINE_ITEMS,Energy Charges - Usage in excess of ACQ
NETWORK_OTHER,Network Charges - Distribution System Charge
METERING,Network Charges - Meter Charges
NETWORK_LINE_ITEMS,Network Charges - Withdrawal Charge Tariff D
MARKET,Regulated Charges - AEMO Distribution Meter Fee
MARKET,Regulated Charges - AEMO FRC Charge
MARKET,Regulated Charges - AEMO Tariff D Fee
EXTRA_CHARGES,Adjustments - Charges last account reversed 28/02/2025 - Reversal reason: Solar adjustment
MARKET,National market charges - ANCILLARY SERVICE CHARGES
MARKET,National market charges - POOL FEES
MARKET,National market charges - Reliability and Emergency Reserve Trader
DEMANDS,Network energy charges - Contract LVD - Business Energy
DEMANDS,Network energy charges - Contract LVD - Off-peak Energy
DEMANDS,Network energy charges - Contract LVD - Shoulder Energy
DEMANDS,Network energy charges - Low Voltage Maximum Demand
NETWORK_SERVICE,Network energy charges - Supply Charge (101 LV)
OTHER_CHARGES,Other charges - ACT Energy Efficiency Improvement Scheme
METERING,Other charges - Metering Charge
ENERGY_SOLAR,Renewable energy generator payment (credit) - ACT Net Solar Business
CERTIFICATES,Renewable energy target - LRET Recovery
CERTIFICATES,Renewable energy target - SRES Recovery
ENERGY_LINE_ITEMS,Retail energy charges - RETAIL ENERGY - Business
ENERGY_LINE_ITEMS,Retail energy charges - RETAIL ENERGY - Off-peak we
ENERGY_LINE_ITEMS,Retail energy charges - RETAIL ENERGY - Shoulder
EXTRA_CHARGES,-- Centralines Discount ICP: 3903011200CH464
ENERGY_LINE_ITEMS,BUSINESS EVERYDAY ECONOMY FEP - 216636143:1 Anytime
EXTRA_CHARGES,-- Coastlands Shopping Centre Annual Discount ICP: 0015726046EL243
ENERGY_LINE_ITEMS,BUSINESS EVERYDAY ECONOMY FEP - Anytime
NETWORK_OTHER,Other Charges - Network Adjustment - Duos
NETWORK_OTHER,Network Adjustment - Duos
NETWORK_SERVICE,Network charges - Daily Fixed
DEMANDS,Network charges - Peak Time Demand Weekday
REACTIVES,Network charges - Reactive Energy
METERING,Other charges - LV Meter Lease / Data Collection Fee
DISCOUNTS,Credits - AUS SA Gov Energy Relief
ENERGY_LINE_ITEMS,Usage and supply charges - General usage
ENERGY_SERVICE,Usage and supply charges - Supply charge
OTHER_CHARGES,Adjustments - Renewable Washup Charge PDRS
NETWORK_LINE_ITEMS,Network Charges - Network Off Peak
NETWORK_LINE_ITEMS,Network Charges - Network Peak
NETWORK_LINE_ITEMS,Network Charges - Network Shoulder
DEMANDS,Network Charges - Shoulder Demand Charge
MARKET,Other Charges - AEMO Pool Fees
GREEN,Other Charges - AGL Green Energy
METERING,Other Charges - Metering Charges
ENERGY_SERVICE,Other Charges - Retail Service Fee
CERTIFICATES,Renewable Energy Charges - E&REC - LRET Flexi Renewable
CERTIFICATES,Renewable Energy Charges - E&REC - SRES Flexi Renewable
CERTIFICATES,Renewable Energy Charges - E&REC NSW ESS Flexi Renewable
CERTIFICATES,Renewable Energy Charges - Renewable Energy Charge - PDRS
CAPACITIES,Network Charges - Capacity Charge
OTHER_CHARGES,Other Charges - Interest Charges*
OTHER_CHARGES,Other Charges - Reversal - Debit
DISCOUNTS,Credits - 10% Guaranteed discount
DISCOUNTS,Credits - 17% Guaranteed discount
ENERGY_SOLAR,Solar export - Standard feed-in tariff
ENERGY_LINE_ITEMS,Usage and supply charges - Off peak
ENERGY_LINE_ITEMS,Usage and supply charges - Peak
ENERGY_LINE_ITEMS,Usage and supply charges - Shoulder
EXTRA_CHARGES,*Overdue Notice fee
OTHER_CHARGES,Business Flexi - Meter Reprogram
ENERGY_LINE_ITEMS,Business Flexi - Off peak
ENERGY_LINE_ITEMS,Business Flexi - On peak
ENERGY_SERVICE,Business Flexi - Supply charge
EXTRA_CHARGES,Late payment interest charge
EXTRA_CHARGES,Overdue Notice fee
ENERGY_LINE_ITEMS,Tariff 20 Business General Supply (01/07/23 - 28/07/23) - All Usage
ENERGY_SERVICE,Tariff 20 Business General Supply (01/07/23 - 28/07/23) - Service Fee
ENERGY_LINE_ITEMS,Tariff 20 Business General Supply (04/05/23 - 30/06/23) - All Usage
ENERGY_SERVICE,Tariff 20 Business General Supply (04/05/23 - 30/06/23) - Service Fee
ENERGY_SOLAR,Solar Exports - Solar feed-in for Regional Queensland - Solar Export
ENERGY_LINE_ITEMS,"Tariff 22C - Small Business (time-of-use) Peak 4pm - 9pm weekdays, Day 9am - 4pm, Night all other times - Day"
ENERGY_LINE_ITEMS,"Tariff 22C - Small Business (time-of-use) Peak 4pm - 9pm weekdays, Day 9am - 4pm, Night all other times - Night"
ENERGY_LINE_ITEMS,"Tariff 22C - Small Business (time-of-use) Peak 4pm - 9pm weekdays, Day 9am - 4pm, Night all other times - Peak"
ENERGY_SERVICE,"Tariff 22C - Small Business (time-of-use) Peak 4pm - 9pm weekdays, Day 9am - 4pm, Night all other times - Service Fee"
EXTRA_CHARGES,Other Charges - Batch transfer: Payment 18/10/2025
METERING,Other Charges - Metering service charge
EXTRA_CHARGES,Other Credits - Batch transfer: Payment 18/10/2025
ENERGY_LINE_ITEMS,Tariff 44 - Business Over 100MWh per Annum (Demand Small) - All Usage
DEMANDS,Tariff 44 - Business Over 100MWh per Annum (Demand Small) - Demand charge - Peak
ENERGY_SERVICE,Tariff 44 - Business Over 100MWh per Annum (Demand Small) - Service Fee
GREEN,Other Charges - Clean Energy Subscription
ENERGY_LINE_ITEMS,Tariff 20 - Business General Supply - All Usage
ENERGY_SERVICE,Tariff 20 - Business General Supply - Service Fee
ENERGY_LINE_ITEMS,ICC Site Specific Tariff - Large Business High Voltage - All Usage
CAPACITIES,ICC Site Specific Tariff - Large Business High Voltage - Capacity Charge kVA
CAPACITIES,ICC Site Specific Tariff - Large Business High Voltage - DUOS Capacity Charge kVA
NETWORK_SERVICE,ICC Site Specific Tariff - Large Business High Voltage - DUOS Fixed Charge
NETWORK_LINE_ITEMS,ICC Site Specific Tariff - Large Business High Voltage - DUOS Volume Charge
DEMANDS,ICC Site Specific Tariff - Large Business High Voltage - Demand charge
DEMANDS,ICC Site Specific Tariff - Large Business High Voltage - Demand charge - Peak
NETWORK_SERVICE,ICC Site Specific Tariff - Large Business High Voltage - Jurisdictional Scheme Daily Fixed Charge
NETWORK_SERVICE,ICC Site Specific Tariff - Large Business High Voltage - Jurisdictional Scheme Volume Charge kWh
ENERGY_SERVICE,ICC Site Specific Tariff - Large Business High Voltage - Service Fee
NETWORK_LINE_ITEMS,ICC Site Specific Tariff - Large Business High Voltage - TUOS Common Services Charges
NETWORK_SERVICE,ICC Site Specific Tariff - Large Business High Voltage - TUOS Fixed Charge
NETWORK_LINE_ITEMS,ICC Site Specific Tariff - Large Business High Voltage - TUOS General Services Charge
EXTRA_CHARGES,Other Credits - Batch transfer: Payment 22/08/2025
EXTRA_CHARGES,Other Credits - Reversed account charge
ENERGY_SOLAR,Solar Exports (no feed-in tariff) - Solar Export
ENERGY_LINE_ITEMS,Tariff 43 - Business Over 100MWh per Annum (inclining-block) - Remaining Usage
ENERGY_SERVICE,Tariff 43 - Business Over 100MWh per Annum (inclining-block) - Service Fee
ENERGY_LINE_ITEMS,Tariff 43 - Business Over 100MWh per Annum (inclining-block) - Usage first 265.5715 kWh per day
ENERGY_LINE_ITEMS,ENERGY CHARGES - Shoulder
CERTIFICATES,ENVIRONMENTAL CHARGES - ESC Charge
CERTIFICATES,ENVIRONMENTAL CHARGES - PRC Charge
METERING,METERING AND SERVICES CHARGES - Metering Charge
NETWORK_LINE_ITEMS,NETWORK CHARGES - Off-Peak
OTHER_CHARGES,"ADDITIONAL CHARGES, CREDITS & ADJUSTMENTS - Interest Charges **GST not applicable"
NETWORK_LINE_ITEMS,"ADDITIONAL CHARGES, CREDITS & ADJUSTMENTS - Origin EnergyZone Pro Charge"
ENERGY_LINE_ITEMS,ENERGY CHARGES - Off-Peak
CERTIFICATES,ENVIRONMENTAL CHARGES - LREC Charge
CERTIFICATES,ENVIRONMENTAL CHARGES - SREC Charge
CERTIFICATES,ENVIRONMENTAL CHARGES - VEEC Charge
DEMANDS,NETWORK CHARGES - Non-Summer Demand
NETWORK_SERVICE,NETWORK CHARGES - Single phase meter
MARKET,REGULATED CHARGES - AEMO Ancillary Charge and UFE Charge
MARKET,REGULATED CHARGES - AEMO FRC Operations
MARKET,REGULATED CHARGES - AEMO Participant Charge
ENERGY_SERVICE,RETAIL SERVICE CHARGES - Service Charge
EXTRA_CHARGES,New Connection - Network Charge
EXTRA_CHARGES,Adjustment Details - Adjustment to previous period 1/07/2025 to 31/07/2025 Corrected Network Tariff Supply Charges applied effective 01/07/2025 3116511611
GREEN,Environmental Schemes - GreenPower 25%
METERING,Metering Charges - COMMS4D Meter Fee
DEMANDS,Network Charges - 107 Demand
NETWORK_LINE_ITEMS,Network Charges - 107 Energy Charge
NETWORK_SERVICE,Network Charges - 107 Supply Charge
ENERGY_SERVICE,Retail Charges (LV kW Demand Network XMC) - Daily Supply Charge
ENERGY_LINE_ITEMS,Retail Charges (LV kW Demand Network XMC) - Peak
ENERGY_LINE_ITEMS,BUSINESS EVERYDAY ECONOMY FEP - 215213250:1 Anytime
ENERGY_SERVICE,BUSINESS EVERYDAY ECONOMY FEP - Daily charge
ENERGY_LINE_ITEMS,BUSINESS SIMPLE FLEXI - Anytime
ENERGY_SERVICE,BUSINESS SIMPLE FLEXI - Daily charge
ENERGY_LINE_ITEMS,BUSINESS SIMPLE FLEXI - 252852448:1 Anytime
ENERGY_LINE_ITEMS,BUSINESS EVERYDAY ECONOMY FEP - 12270078:1 Night
ENERGY_LINE_ITEMS,BUSINESS EVERYDAY ECONOMY FEP - 12270078:2 Day
ENERGY_LINE_ITEMS,BUSINESS EVERYDAY ECONOMY FEP - 19248012:1 Night
ENERGY_LINE_ITEMS,BUSINESS EVERYDAY ECONOMY FEP - 19248012:2 Day
CAPACITIES,BUSINESS EVERYDAY ECONOMY FEP - Capacity charge
DEMANDS,BUSINESS EVERYDAY ECONOMY FEP - Congestion demand charge
SERVICE_OTHER,Other charges and adjustments - Agreement Fee
ENERGY_SERVICE,Network Charges - Private Fire Service Connection Charge
SEWERAGE_LINE_ITEMS,Usage Charges - Sewage Disposal
ENERGY_LINE_ITEMS,Usage Charges - Usage
SERVICE_OTHER,Other charges and adjustments - Parks
SERVICE_OTHER,Other charges and adjustments - Waterways & Drainage
SERVICE_OTHER,Other charges and adjustments - Fire Service
SEWERAGE_LINE_ITEMS,Your water usage - Sewage
ENERGY_LINE_ITEMS,Your water usage - Water
SEWERAGE_SERVICE,Trade Waste Charges - Trade Waste Agreement Fee RIS5
SEWERAGE_SERVICE,Your network charges - Sewer
ENERGY_SERVICE,Your network charges - Water
ENERGY_LINE_ITEMS,Your water usage - Usage Step 1
SEWERAGE_SERVICE,Network Charges - Sewerage Network Charge
ENERGY_SERVICE,Network Charges - Water Network Charge
ENERGY_LINE_ITEMS,Usage Charges - Usage (09/11/2023 to 31/01/2024)
ENERGY_LINE_ITEMS,Usage Charges - Usage (08/08/2023 to 08/11/2023)
ENERGY_LINE_ITEMS,Usage Charges - Usage (03/02/2024 to 09/05/2024)
SERVICE_OTHER,"Other charges and adjustments - Parks For the Dept. of Energy, Environment and Climate Action"
SERVICE_OTHER,Other charges and adjustments - Waterways & Drainage For Melbourne Water
EXTRA_CHARGES,Outstanding balance - Outstanding balance
ENERGY_OTHER,Trade Waste charges - BOD
ENERGY_OTHER,Trade Waste charges - SS
ENERGY_OTHER,Trade Waste charges - TKN
OTHER_CHARGES,Trade Waste charges - Volume Charge
ENERGY_OTHER,Trade Waste charges - iTDS
OTHER_CHARGES,Other charges and adjustments - Water Efficiency Rebate
OTHER_CHARGES,Other charges and adjustments - Water Efficiency Rebate (Backdated)
OTHER_CHARGES,Other charges and adjustments - Water Supply System Rebate
EXTRA_CHARGES,OTHER CHARGES & ADJUSTMENTS - Credit Adjustment for Invoice # 2028673
EXTRA_CHARGES,Credit Adjustment for Invoice # 2028673
EXTRA_CHARGES,OTHER CHARGES & ADJUSTMENTS - Credit Adjustment for Invoice
EXTRA_CHARGES,Credit Adjustment for Invoice
CAPACITIES,NETWORK - Demand Capacity Charge
NETWORK_SERVICE,NETWORK - Network Standing Charge
NETWORK_LINE_ITEMS,NETWORK - Network Usage Off-Peak Charge
NETWORK_LINE_ITEMS,NETWORK - Network Usage Peak Charge
ENERGY_LINE_ITEMS,Energy Charges - All Usage
ENERGY_SERVICE,Energy Charges - Daily Supply Charge
ENERGY_LINE_ITEMS,RETAIL - Off-Peak Charge
ENERGY_LINE_ITEMS,RETAIL - Peak Charge
